Date;Time;NO2(GT);PT08.S4(NO2)
09.02.2005;06.00.00;100;-200
09.02.2005;07.00.00;149;-200
09.02.2005;08.00.00;231;-200
09.02.2005;09.00.00;245;-200
09.02.2005;10.00.00;203;-200
09.02.2005;11.00.00;165;-200
09.02.2005;12.00.00;168;-200
09.02.2005;13.00.00;151;-200
09.02.2005;14.00.00;152;-200
09.02.2005;15.00.00;144;-200
09.02.2005;16.00.00;148;-200
09.02.2005;17.00.00;176;-200
09.02.2005;18.00.00;209;-200
09.02.2005;19.00.00;240;-200
09.02.2005;20.00.00;223;-200
09.02.2005;21.00.00;187;-200
09.02.2005;22.00.00;157;-200
09.02.2005;23.00.00;123;-200
10.02.2005;00.00.00;126;-200
10.02.2005;01.00.00;106;-200
10.02.2005;02.00.00;95;-200
10.02.2005;03.00.00;-200;-200
10.02.2005;04.00.00;87;-200
10.02.2005;05.00.00;88;-200
10.02.2005;06.00.00;134;-200
10.02.2005;07.00.00;156;-200
10.02.2005;08.00.00;247;-200
10.02.2005;09.00.00;289;-200
10.02.2005;10.00.00;250;-200
10.02.2005;11.00.00;232;-200
10.02.2005;12.00.00;185;-200
10.02.2005;13.00.00;147;-200
10.02.2005;14.00.00;128;-200
10.02.2005;15.00.00;131;-200
10.02.2005;16.00.00;135;-200
10.02.2005;17.00.00;149;-200
10.02.2005;18.00.00;209;-200
10.02.2005;19.00.00;243;-200
10.02.2005;20.00.00;276;-200
10.02.2005;21.00.00;225;-200
10.02.2005;22.00.00;194;-200
10.02.2005;23.00.00;164;-200
11.02.2005;00.00.00;148;-200
11.02.2005;01.00.00;136;-200
11.02.2005;02.00.00;116;-200
11.02.2005;03.00.00;-200;-200
11.02.2005;04.00.00;91;-200
11.02.2005;05.00.00;87;-200
11.02.2005;06.00.00;123;-200
11.02.2005;07.00.00;152;-200
11.02.2005;08.00.00;267;-200
11.02.2005;09.00.00;296;-200
11.02.2005;10.00.00;291;-200
11.02.2005;11.00.00;276;-200
11.02.2005;12.00.00;250;-200
11.02.2005;13.00.00;251;-200
11.02.2005;14.00.00;275;-200
11.02.2005;15.00.00;312;-200
11.02.2005;16.00.00;340;-200
11.02.2005;17.00.00;326;-200
11.02.2005;18.00.00;284;-200
11.02.2005;19.00.00;289;-200
11.02.2005;20.00.00;215;-200
11.02.2005;21.00.00;207;1400
11.02.2005;22.00.00;213;1268
11.02.2005;23.00.00;192;1279
12.02.2005;00.00.00;211;1313
12.02.2005;01.00.00;229;1274
12.02.2005;02.00.00;216;1174
12.02.2005;03.00.00;-200;1051
12.02.2005;04.00.00;146;1065
12.02.2005;05.00.00;136;1087
12.02.2005;06.00.00;156;1103
12.02.2005;07.00.00;176;1144
12.02.2005;08.00.00;224;1263
12.02.2005;09.00.00;207;1290
12.02.2005;10.00.00;221;1307
12.02.2005;11.00.00;229;1382
12.02.2005;12.00.00;208;1450
12.02.2005;13.00.00;207;1488
12.02.2005;14.00.00;216;1448
12.02.2005;15.00.00;224;1392
12.02.2005;16.00.00;225;1440
12.02.2005;17.00.00;227;1435
12.02.2005;18.00.00;248;1637
12.02.2005;19.00.00;251;1659
12.02.2005;20.00.00;265;1712
12.02.2005;21.00.00;262;1609
12.02.2005;22.00.00;241;1587
12.02.2005;23.00.00;231;1543
13.02.2005;00.00.00;229;1488
13.02.2005;01.00.00;221;1541
13.02.2005;02.00.00;180;1451
13.02.2005;03.00.00;-200;1413
13.02.2005;04.00.00;140;1430
13.02.2005;05.00.00;153;1387
13.02.2005;06.00.00;150;1348
13.02.2005;07.00.00;145;1356
13.02.2005;08.00.00;149;1420
13.02.2005;09.00.00;155;1477
13.02.2005;10.00.00;158;1473
13.02.2005;11.00.00;188;1456
13.02.2005;12.00.00;154;1310
13.02.2005;13.00.00;107;1277
13.02.2005;14.00.00;92;1278
13.02.2005;15.00.00;106;1293
13.02.2005;16.00.00;90;1109
13.02.2005;17.00.00;100;1081
13.02.2005;18.00.00;132;1388
13.02.2005;19.00.00;211;1234
13.02.2005;20.00.00;179;1198
13.02.2005;21.00.00;116;1032
13.02.2005;22.00.00;143;1137
13.02.2005;23.00.00;142;1173
14.02.2005;00.00.00;135;1158
14.02.2005;01.00.00;136;1182
14.02.2005;02.00.00;109;1120
14.02.2005;03.00.00;-200;1080
14.02.2005;04.00.00;62;1024
14.02.2005;05.00.00;49;1024
14.02.2005;06.00.00;81;1053
14.02.2005;07.00.00;104;857
14.02.2005;08.00.00;176;1257
14.02.2005;09.00.00;193;1175
14.02.2005;10.00.00;168;1043
14.02.2005;11.00.00;123;1013
14.02.2005;12.00.00;111;913
14.02.2005;13.00.00;120;990
14.02.2005;14.00.00;123;967
14.02.2005;15.00.00;115;917
14.02.2005;16.00.00;120;885
14.02.2005;17.00.00;140;901
14.02.2005;18.00.00;185;1044
14.02.2005;19.00.00;212;1136
14.02.2005;20.00.00;200;1018
14.02.2005;21.00.00;191;928
14.02.2005;22.00.00;169;878
14.02.2005;23.00.00;139;936
15.02.2005;00.00.00;102;813
15.02.2005;01.00.00;76;766
15.02.2005;02.00.00;56;740
15.02.2005;03.00.00;-200;762
15.02.2005;04.00.00;30;738
15.02.2005;05.00.00;28;738
15.02.2005;06.00.00;56;780
15.02.2005;07.00.00;94;834
15.02.2005;08.00.00;196;979
15.02.2005;09.00.00;220;1017
15.02.2005;10.00.00;168;905
15.02.2005;11.00.00;133;776
15.02.2005;12.00.00;134;801
15.02.2005;13.00.00;138;837
15.02.2005;14.00.00;135;792
15.02.2005;15.00.00;111;741
15.02.2005;16.00.00;124;840
15.02.2005;17.00.00;158;901
15.02.2005;18.00.00;181;1085
15.02.2005;19.00.00;185;1132
15.02.2005;20.00.00;187;1141
15.02.2005;21.00.00;196;1061
15.02.2005;22.00.00;174;953
15.02.2005;23.00.00;182;1015
16.02.2005;00.00.00;182;999
16.02.2005;01.00.00;193;1078
16.02.2005;02.00.00;174;1014
16.02.2005;03.00.00;-200;949
16.02.2005;04.00.00;142;913
16.02.2005;05.00.00;137;883
16.02.2005;06.00.00;140;924
16.02.2005;07.00.00;201;1052
16.02.2005;08.00.00;288;1273
16.02.2005;09.00.00;260;1211
16.02.2005;10.00.00;206;1014
16.02.2005;11.00.00;98;887
16.02.2005;12.00.00;138;880
16.02.2005;13.00.00;139;948
16.02.2005;14.00.00;137;939
16.02.2005;15.00.00;155;942
16.02.2005;16.00.00;155;967
16.02.2005;17.00.00;148;1010
16.02.2005;18.00.00;153;1110
16.02.2005;19.00.00;171;1300
16.02.2005;20.00.00;227;1542
16.02.2005;21.00.00;251;1294
16.02.2005;22.00.00;216;1111
16.02.2005;23.00.00;200;1016
17.02.2005;00.00.00;192;1101
17.02.2005;01.00.00;187;984
17.02.2005;02.00.00;173;1024
17.02.2005;03.00.00;-200;874
17.02.2005;04.00.00;64;837
17.02.2005;05.00.00;46;804
17.02.2005;06.00.00;51;794
17.02.2005;07.00.00;115;935
17.02.2005;08.00.00;238;1134
17.02.2005;09.00.00;202;1152
17.02.2005;10.00.00;167;969
17.02.2005;11.00.00;139;913
17.02.2005;12.00.00;147;944
17.02.2005;13.00.00;130;1003
17.02.2005;14.00.00;143;1072
17.02.2005;15.00.00;143;980
17.02.2005;16.00.00;136;972
17.02.2005;17.00.00;143;982
17.02.2005;18.00.00;177;1160
17.02.2005;19.00.00;198;1185
17.02.2005;20.00.00;200;1246
17.02.2005;21.00.00;191;1058
17.02.2005;22.00.00;169;1016
17.02.2005;23.00.00;106;883
18.02.2005;00.00.00;105;910
18.02.2005;01.00.00;130;905
18.02.2005;02.00.00;82;867
18.02.2005;03.00.00;-200;863
18.02.2005;04.00.00;45;803
18.02.2005;05.00.00;35;794
18.02.2005;06.00.00;60;846
18.02.2005;07.00.00;90;888
18.02.2005;08.00.00;205;1115
18.02.2005;09.00.00;199;1174
18.02.2005;10.00.00;153;1033
18.02.2005;11.00.00;163;964
18.02.2005;12.00.00;152;952
18.02.2005;13.00.00;146;953
18.02.2005;14.00.00;146;971
18.02.2005;15.00.00;134;987
18.02.2005;16.00.00;164;1045
18.02.2005;17.00.00;141;1096
18.02.2005;18.00.00;204;1187
18.02.2005;19.00.00;210;1268
18.02.2005;20.00.00;250;1333
18.02.2005;21.00.00;202;1097
18.02.2005;22.00.00;190;1111
18.02.2005;23.00.00;236;1138
19.02.2005;00.00.00;250;1023
19.02.2005;01.00.00;219;997
19.02.2005;02.00.00;156;913
19.02.2005;03.00.00;-200;903
19.02.2005;04.00.00;98;860
19.02.2005;05.00.00;89;867
19.02.2005;06.00.00;104;866
19.02.2005;07.00.00;148;941
19.02.2005;08.00.00;194;1072
19.02.2005;09.00.00;231;1099
19.02.2005;10.00.00;200;983
19.02.2005;11.00.00;217;1027
19.02.2005;12.00.00;210;982
19.02.2005;13.00.00;126;902
19.02.2005;14.00.00;118;937
19.02.2005;15.00.00;114;901
19.02.2005;16.00.00;117;911
19.02.2005;17.00.00;140;969
19.02.2005;18.00.00;168;1057
19.02.2005;19.00.00;202;1147
19.02.2005;20.00.00;211;1203
19.02.2005;21.00.00;231;1185
19.02.2005;22.00.00;214;1141
19.02.2005;23.00.00;181;1062
20.02.2005;00.00.00;173;1083
20.02.2005;01.00.00;169;1026
20.02.2005;02.00.00;174;1124
20.02.2005;03.00.00;-200;1012
20.02.2005;04.00.00;130;993
20.02.2005;05.00.00;72;894
20.02.2005;06.00.00;40;881
20.02.2005;07.00.00;56;905
20.02.2005;08.00.00;81;919
20.02.2005;09.00.00;81;919
20.02.2005;10.00.00;88;947
20.02.2005;11.00.00;94;946
20.02.2005;12.00.00;97;976
20.02.2005;13.00.00;112;1024
20.02.2005;14.00.00;104;1007
20.02.2005;15.00.00;107;1038
20.02.2005;16.00.00;114;1013
20.02.2005;17.00.00;115;996
20.02.2005;18.00.00;127;1006
20.02.2005;19.00.00;119;997
20.02.2005;20.00.00;149;1040
20.02.2005;21.00.00;140;1001
20.02.2005;22.00.00;105;965
20.02.2005;23.00.00;116;976
21.02.2005;00.00.00;112;1010
21.02.2005;01.00.00;80;948
21.02.2005;02.00.00;59;936
21.02.2005;03.00.00;-200;919
21.02.2005;04.00.00;36;910
21.02.2005;05.00.00;49;947
21.02.2005;06.00.00;63;1001
21.02.2005;07.00.00;123;1129
21.02.2005;08.00.00;164;1282
21.02.2005;09.00.00;218;1375
21.02.2005;10.00.00;254;1260
21.02.2005;11.00.00;210;1196
21.02.2005;12.00.00;208;1199
21.02.2005;13.00.00;204;1303
21.02.2005;14.00.00;172;1227
21.02.2005;15.00.00;157;1184
21.02.2005;16.00.00;181;1272
21.02.2005;17.00.00;194;1290
21.02.2005;18.00.00;193;1281
21.02.2005;19.00.00;252;1682
21.02.2005;20.00.00;283;1633
21.02.2005;21.00.00;208;1194
21.02.2005;22.00.00;143;1082
21.02.2005;23.00.00;124;1046
22.02.2005;00.00.00;89;1015
22.02.2005;01.00.00;85;1032
22.02.2005;02.00.00;66;963
22.02.2005;03.00.00;-200;908
22.02.2005;04.00.00;46;918
22.02.2005;05.00.00;60;956
22.02.2005;06.00.00;117;1035
22.02.2005;07.00.00;178;1180
22.02.2005;08.00.00;295;1523
22.02.2005;09.00.00;243;1789
22.02.2005;10.00.00;255;1435
22.02.2005;11.00.00;201;1140
22.02.2005;12.00.00;208;1225
22.02.2005;13.00.00;212;1282
22.02.2005;14.00.00;238;1355
22.02.2005;15.00.00;201;1245
22.02.2005;16.00.00;218;1305
22.02.2005;17.00.00;222;1177
22.02.2005;18.00.00;206;1236
22.02.2005;19.00.00;251;1335
22.02.2005;20.00.00;190;1141
22.02.2005;21.00.00;218;1201
22.02.2005;22.00.00;150;1005
22.02.2005;23.00.00;111;986
23.02.2005;00.00.00;142;1050
23.02.2005;01.00.00;119;1007
23.02.2005;02.00.00;87;951
23.02.2005;03.00.00;-200;948
23.02.2005;04.00.00;70;959
23.02.2005;05.00.00;68;894
23.02.2005;06.00.00;66;912
23.02.2005;07.00.00;117;994
23.02.2005;08.00.00;197;1208
23.02.2005;09.00.00;198;1114
23.02.2005;10.00.00;167;1022
23.02.2005;11.00.00;180;1004
23.02.2005;12.00.00;169;1020
23.02.2005;13.00.00;210;1192
23.02.2005;14.00.00;232;1244
23.02.2005;15.00.00;223;1243
23.02.2005;16.00.00;224;1231
23.02.2005;17.00.00;238;1254
23.02.2005;18.00.00;249;1289
23.02.2005;19.00.00;223;1317
23.02.2005;20.00.00;244;1331
23.02.2005;21.00.00;243;1264
23.02.2005;22.00.00;226;1212
23.02.2005;23.00.00;167;1053
24.02.2005;00.00.00;172;1051
24.02.2005;01.00.00;120;983
24.02.2005;02.00.00;100;1023
24.02.2005;03.00.00;-200;964
24.02.2005;04.00.00;86;960
24.02.2005;05.00.00;81;962
24.02.2005;06.00.00;131;1051
24.02.2005;07.00.00;170;1146
24.02.2005;08.00.00;267;1400
24.02.2005;09.00.00;269;1439
24.02.2005;10.00.00;244;1228
24.02.2005;11.00.00;232;1142
24.02.2005;12.00.00;196;1117
24.02.2005;13.00.00;195;1206
24.02.2005;14.00.00;189;1223
24.02.2005;15.00.00;212;1299
24.02.2005;16.00.00;267;1364
24.02.2005;17.00.00;262;1388
24.02.2005;18.00.00;270;1503
24.02.2005;19.00.00;260;1522
24.02.2005;20.00.00;265;1492
24.02.2005;21.00.00;262;1399
24.02.2005;22.00.00;227;1218
24.02.2005;23.00.00;192;1201
25.02.2005;00.00.00;202;1215
25.02.2005;01.00.00;189;1181
25.02.2005;02.00.00;157;1127
25.02.2005;03.00.00;-200;1046
25.02.2005;04.00.00;97;1053
25.02.2005;05.00.00;100;1025
25.02.2005;06.00.00;146;1095
25.02.2005;07.00.00;175;1161
25.02.2005;08.00.00;-200;1568
25.02.2005;09.00.00;-200;1868
25.02.2005;10.00.00;190;1533
25.02.2005;11.00.00;166;1324
25.02.2005;12.00.00;153;1084
25.02.2005;13.00.00;167;1122
25.02.2005;14.00.00;137;1097
25.02.2005;15.00.00;140;1067
25.02.2005;16.00.00;150;1104
25.02.2005;17.00.00;152;1124
25.02.2005;18.00.00;177;1233
25.02.2005;19.00.00;189;1229
25.02.2005;20.00.00;195;1309
25.02.2005;21.00.00;179;1098
25.02.2005;22.00.00;188;1233
25.02.2005;23.00.00;170;1193
26.02.2005;00.00.00;161;1133
26.02.2005;01.00.00;145;1063
26.02.2005;02.00.00;136;1063
26.02.2005;03.00.00;-200;1061
26.02.2005;04.00.00;122;1004
26.02.2005;05.00.00;115;947
26.02.2005;06.00.00;103;897
26.02.2005;07.00.00;108;855
26.02.2005;08.00.00;124;926
26.02.2005;09.00.00;133;927
26.02.2005;10.00.00;124;912
26.02.2005;11.00.00;116;909
26.02.2005;12.00.00;113;939
26.02.2005;13.00.00;117;972
26.02.2005;14.00.00;118;953
26.02.2005;15.00.00;108;906
26.02.2005;16.00.00;98;911
26.02.2005;17.00.00;117;961
26.02.2005;18.00.00;126;974
26.02.2005;19.00.00;142;1008
26.02.2005;20.00.00;157;1188
26.02.2005;21.00.00;161;1106
26.02.2005;22.00.00;169;1139
26.02.2005;23.00.00;166;1224
27.02.2005;00.00.00;189;1230
27.02.2005;01.00.00;184;1121
27.02.2005;02.00.00;145;1004
27.02.2005;03.00.00;-200;1022
27.02.2005;04.00.00;119;979
27.02.2005;05.00.00;87;915
27.02.2005;06.00.00;77;949
27.02.2005;07.00.00;112;955
27.02.2005;08.00.00;118;949
27.02.2005;09.00.00;124;956
27.02.2005;10.00.00;144;1053
27.02.2005;11.00.00;128;972
27.02.2005;12.00.00;120;884
27.02.2005;13.00.00;131;868
27.02.2005;14.00.00;115;804
27.02.2005;15.00.00;82;803
27.02.2005;16.00.00;100;807
27.02.2005;17.00.00;111;791
27.02.2005;18.00.00;132;822
27.02.2005;19.00.00;155;884
27.02.2005;20.00.00;181;955
27.02.2005;21.00.00;155;826
27.02.2005;22.00.00;105;793
27.02.2005;23.00.00;119;870
28.02.2005;00.00.00;150;878
28.02.2005;01.00.00;94;797
28.02.2005;02.00.00;56;755
28.02.2005;03.00.00;-200;699
28.02.2005;04.00.00;28;667
28.02.2005;05.00.00;25;669
28.02.2005;06.00.00;31;684
28.02.2005;07.00.00;66;732
28.02.2005;08.00.00;111;837
28.02.2005;09.00.00;122;842
28.02.2005;10.00.00;115;780
28.02.2005;11.00.00;123;744
28.02.2005;12.00.00;119;726
28.02.2005;13.00.00;125;757
28.02.2005;14.00.00;110;731
28.02.2005;15.00.00;111;673
28.02.2005;16.00.00;114;699
28.02.2005;17.00.00;114;716
28.02.2005;18.00.00;140;858
28.02.2005;19.00.00;141;885
28.02.2005;20.00.00;142;870
28.02.2005;21.00.00;123;727
28.02.2005;22.00.00;90;655
28.02.2005;23.00.00;79;621
01.03.2005;00.00.00;69;642
01.03.2005;01.00.00;60;640
01.03.2005;02.00.00;37;602
01.03.2005;03.00.00;-200;559
01.03.2005;04.00.00;27;551
01.03.2005;05.00.00;30;561
01.03.2005;06.00.00;33;579
01.03.2005;07.00.00;84;652
01.03.2005;08.00.00;147;839
01.03.2005;09.00.00;143;840
01.03.2005;10.00.00;122;720
01.03.2005;11.00.00;109;660
01.03.2005;12.00.00;95;647
01.03.2005;13.00.00;94;684
01.03.2005;14.00.00;102;709
01.03.2005;15.00.00;107;701
01.03.2005;16.00.00;113;710
01.03.2005;17.00.00;110;708
01.03.2005;18.00.00;116;815
01.03.2005;19.00.00;148;887
01.03.2005;20.00.00;156;935
01.03.2005;21.00.00;159;796
01.03.2005;22.00.00;116;672
01.03.2005;23.00.00;110;669
02.03.2005;00.00.00;102;637
02.03.2005;01.00.00;93;601
02.03.2005;02.00.00;67;605
02.03.2005;03.00.00;-200;650
02.03.2005;04.00.00;75;669
02.03.2005;05.00.00;73;698
02.03.2005;06.00.00;96;722
02.03.2005;07.00.00;110;813
02.03.2005;08.00.00;150;1056
02.03.2005;09.00.00;169;1072
02.03.2005;10.00.00;181;922
02.03.2005;11.00.00;187;942
02.03.2005;12.00.00;146;767
02.03.2005;13.00.00;131;764
02.03.2005;14.00.00;161;897
02.03.2005;15.00.00;143;802
02.03.2005;16.00.00;176;855
02.03.2005;17.00.00;178;885
02.03.2005;18.00.00;207;1126
02.03.2005;19.00.00;240;1325
02.03.2005;20.00.00;236;1282
02.03.2005;21.00.00;199;1054
02.03.2005;22.00.00;170;936
02.03.2005;23.00.00;153;905
03.03.2005;00.00.00;140;907
03.03.2005;01.00.00;138;893
03.03.2005;02.00.00;117;884
03.03.2005;03.00.00;-200;887
03.03.2005;04.00.00;119;947
03.03.2005;05.00.00;108;1001
03.03.2005;06.00.00;121;1063
03.03.2005;07.00.00;136;1120
03.03.2005;08.00.00;175;1422
03.03.2005;09.00.00;211;1406
03.03.2005;10.00.00;186;1069
03.03.2005;11.00.00;177;1155
03.03.2005;12.00.00;147;1127
03.03.2005;13.00.00;150;1088
03.03.2005;14.00.00;148;1107
03.03.2005;15.00.00;151;1115
03.03.2005;16.00.00;151;1147
03.03.2005;17.00.00;165;1252
03.03.2005;18.00.00;197;1510
03.03.2005;19.00.00;228;1539
03.03.2005;20.00.00;196;1488
03.03.2005;21.00.00;192;1331
03.03.2005;22.00.00;161;1235
03.03.2005;23.00.00;156;1205
04.03.2005;00.00.00;158;1206
04.03.2005;01.00.00;154;1173
04.03.2005;02.00.00;138;1108
04.03.2005;03.00.00;-200;977
04.03.2005;04.00.00;92;912
04.03.2005;05.00.00;103;993
04.03.2005;06.00.00;117;1049
04.03.2005;07.00.00;139;1180
04.03.2005;08.00.00;167;1497
04.03.2005;09.00.00;205;1848
04.03.2005;10.00.00;216;1432
04.03.2005;11.00.00;192;1435
04.03.2005;12.00.00;188;1399
04.03.2005;13.00.00;189;1493
04.03.2005;14.00.00;192;1443
04.03.2005;15.00.00;194;1411
04.03.2005;16.00.00;217;1401
04.03.2005;17.00.00;178;1392
04.03.2005;18.00.00;183;1327
04.03.2005;19.00.00;189;1336
04.03.2005;20.00.00;225;1479
04.03.2005;21.00.00;175;1132
04.03.2005;22.00.00;153;1049
04.03.2005;23.00.00;156;1104
05.03.2005;00.00.00;172;1070
05.03.2005;01.00.00;164;1132
05.03.2005;02.00.00;157;989
05.03.2005;03.00.00;-200;1003
05.03.2005;04.00.00;136;974
05.03.2005;05.00.00;110;948
05.03.2005;06.00.00;128;989
05.03.2005;07.00.00;132;866
05.03.2005;08.00.00;156;1034
05.03.2005;09.00.00;185;1112
05.03.2005;10.00.00;121;866
05.03.2005;11.00.00;117;955
05.03.2005;12.00.00;133;929
05.03.2005;13.00.00;136;998
05.03.2005;14.00.00;162;1035
05.03.2005;15.00.00;132;966
05.03.2005;16.00.00;162;1015
05.03.2005;17.00.00;159;1125
05.03.2005;18.00.00;156;1176
05.03.2005;19.00.00;177;1205
05.03.2005;20.00.00;185;1284
05.03.2005;21.00.00;199;1255
05.03.2005;22.00.00;166;1197
05.03.2005;23.00.00;152;1171
06.03.2005;00.00.00;170;1220
06.03.2005;01.00.00;160;998
06.03.2005;02.00.00;100;826
06.03.2005;03.00.00;-200;803
06.03.2005;04.00.00;57;810
06.03.2005;05.00.00;48;822
06.03.2005;06.00.00;32;788
06.03.2005;07.00.00;72;833
06.03.2005;08.00.00;86;818
06.03.2005;09.00.00;79;829
06.03.2005;10.00.00;87;783
06.03.2005;11.00.00;85;792
06.03.2005;12.00.00;97;782
06.03.2005;13.00.00;96;787
06.03.2005;14.00.00;113;990
06.03.2005;15.00.00;163;1210
06.03.2005;16.00.00;146;850
06.03.2005;17.00.00;167;916
06.03.2005;18.00.00;162;1036
06.03.2005;19.00.00;194;942
06.03.2005;20.00.00;185;926
06.03.2005;21.00.00;158;905
06.03.2005;22.00.00;156;891
06.03.2005;23.00.00;157;903
07.03.2005;00.00.00;141;836
07.03.2005;01.00.00;116;848
07.03.2005;02.00.00;84;785
07.03.2005;03.00.00;-200;708
07.03.2005;04.00.00;34;730
07.03.2005;05.00.00;45;755
07.03.2005;06.00.00;59;753
07.03.2005;07.00.00;99;827
07.03.2005;08.00.00;165;941
07.03.2005;09.00.00;168;978
07.03.2005;10.00.00;169;910
07.03.2005;11.00.00;162;811
07.03.2005;12.00.00;155;799
07.03.2005;13.00.00;136;779
07.03.2005;14.00.00;124;788
07.03.2005;15.00.00;158;805
07.03.2005;16.00.00;167;819
07.03.2005;17.00.00;176;888
07.03.2005;18.00.00;204;985
07.03.2005;19.00.00;209;1148
07.03.2005;20.00.00;224;1137
07.03.2005;21.00.00;211;982
07.03.2005;22.00.00;174;865
07.03.2005;23.00.00;181;924
08.03.2005;00.00.00;157;868
08.03.2005;01.00.00;154;918
08.03.2005;02.00.00;147;851
08.03.2005;03.00.00;-200;815
08.03.2005;04.00.00;101;807
08.03.2005;05.00.00;114;820
08.03.2005;06.00.00;134;846
08.03.2005;07.00.00;144;931
08.03.2005;08.00.00;182;1360
08.03.2005;09.00.00;223;1599
08.03.2005;10.00.00;219;1265
08.03.2005;11.00.00;215;1091
08.03.2005;12.00.00;191;864
08.03.2005;13.00.00;162;882
08.03.2005;14.00.00;165;988
08.03.2005;15.00.00;171;920
08.03.2005;16.00.00;164;926
08.03.2005;17.00.00;168;957
08.03.2005;18.00.00;204;1222
08.03.2005;19.00.00;242;1499
08.03.2005;20.00.00;246;1531
08.03.2005;21.00.00;215;1198
08.03.2005;22.00.00;206;1055
08.03.2005;23.00.00;167;954
09.03.2005;00.00.00;145;949
09.03.2005;01.00.00;133;927
09.03.2005;02.00.00;117;887
09.03.2005;03.00.00;-200;873
09.03.2005;04.00.00;90;893
09.03.2005;05.00.00;112;909
09.03.2005;06.00.00;120;959
09.03.2005;07.00.00;141;1061
09.03.2005;08.00.00;190;1497
09.03.2005;09.00.00;215;1685
09.03.2005;10.00.00;215;1375
09.03.2005;11.00.00;235;1261
09.03.2005;12.00.00;194;1198
09.03.2005;13.00.00;159;1305
09.03.2005;14.00.00;123;1292
09.03.2005;15.00.00;121;1216
09.03.2005;16.00.00;102;1189
09.03.2005;17.00.00;114;1271
09.03.2005;18.00.00;168;1520
09.03.2005;19.00.00;207;1747
09.03.2005;20.00.00;199;1724
09.03.2005;21.00.00;192;1606
09.03.2005;22.00.00;148;1181
09.03.2005;23.00.00;137;1161
10.03.2005;00.00.00;123;1130
10.03.2005;01.00.00;109;1070
10.03.2005;02.00.00;98;1067
10.03.2005;03.00.00;-200;1062
10.03.2005;04.00.00;94;1034
10.03.2005;05.00.00;95;1020
10.03.2005;06.00.00;101;1020
10.03.2005;07.00.00;100;1143
10.03.2005;08.00.00;150;1606
10.03.2005;09.00.00;168;1620
10.03.2005;10.00.00;199;1372
10.03.2005;11.00.00;168;1308
10.03.2005;12.00.00;161;1258
10.03.2005;13.00.00;-200;1196
10.03.2005;14.00.00;145;1082
10.03.2005;15.00.00;148;1016
10.03.2005;16.00.00;131;901
10.03.2005;17.00.00;137;1022
10.03.2005;18.00.00;163;1186
10.03.2005;19.00.00;219;1295
10.03.2005;20.00.00;245;1458
10.03.2005;21.00.00;229;1233
10.03.2005;22.00.00;184;985
10.03.2005;23.00.00;151;922
11.03.2005;00.00.00;133;949
11.03.2005;01.00.00;135;936
11.03.2005;02.00.00;111;887
11.03.2005;03.00.00;90;864
11.03.2005;04.00.00;91;912
11.03.2005;05.00.00;89;870
11.03.2005;06.00.00;89;908
11.03.2005;07.00.00;117;957
11.03.2005;08.00.00;141;1279
11.03.2005;09.00.00;189;1581
11.03.2005;10.00.00;211;1399
11.03.2005;11.00.00;235;-200
11.03.2005;12.00.00;162;1162
11.03.2005;13.00.00;172;1297
11.03.2005;14.00.00;182;1404
11.03.2005;15.00.00;180;1319
11.03.2005;16.00.00;156;1252
11.03.2005;17.00.00;168;1211
11.03.2005;18.00.00;181;1349
11.03.2005;19.00.00;226;1661
11.03.2005;20.00.00;231;1640
11.03.2005;21.00.00;222;1350
11.03.2005;22.00.00;165;1146
11.03.2005;23.00.00;151;1156
12.03.2005;00.00.00;174;1157
12.03.2005;01.00.00;145;1077
12.03.2005;02.00.00;147;1113
12.03.2005;03.00.00;134;1113
12.03.2005;04.00.00;85;1027
12.03.2005;05.00.00;55;1039
12.03.2005;06.00.00;65;1056
12.03.2005;07.00.00;84;1074
12.03.2005;08.00.00;88;1137
12.03.2005;09.00.00;109;1209
12.03.2005;10.00.00;130;1184
12.03.2005;11.00.00;137;1206
12.03.2005;12.00.00;145;1177
12.03.2005;13.00.00;128;1105
12.03.2005;14.00.00;129;1167
12.03.2005;15.00.00;105;1042
12.03.2005;16.00.00;114;1115
12.03.2005;17.00.00;146;1140
12.03.2005;18.00.00;156;1208
12.03.2005;19.00.00;152;1224
12.03.2005;20.00.00;201;1415
12.03.2005;21.00.00;221;1350
12.03.2005;22.00.00;157;1130
12.03.2005;23.00.00;114;1070
13.03.2005;00.00.00;107;1044
13.03.2005;01.00.00;113;1071
13.03.2005;02.00.00;118;1069
13.03.2005;03.00.00;69;991
13.03.2005;04.00.00;63;1006
13.03.2005;05.00.00;61;1004
13.03.2005;06.00.00;42;908
13.03.2005;07.00.00;68;985
13.03.2005;08.00.00;120;1018
13.03.2005;09.00.00;112;1060
13.03.2005;10.00.00;148;1134
13.03.2005;11.00.00;160;1238
13.03.2005;12.00.00;164;1368
13.03.2005;13.00.00;159;1345
13.03.2005;14.00.00;110;1103
13.03.2005;15.00.00;82;1109
13.03.2005;16.00.00;102;1158
13.03.2005;17.00.00;119;1157
13.03.2005;18.00.00;135;1234
13.03.2005;19.00.00;215;1520
13.03.2005;20.00.00;211;1397
13.03.2005;21.00.00;172;1204
13.03.2005;22.00.00;166;1245
13.03.2005;23.00.00;168;1217
14.03.2005;00.00.00;134;1085
14.03.2005;01.00.00;122;1178
14.03.2005;02.00.00;123;1187
