Date;Time;NMHC(GT)
28.01.2005;11.00.00;-200
28.01.2005;12.00.00;-200
28.01.2005;13.00.00;-200
28.01.2005;14.00.00;-200
28.01.2005;15.00.00;-200
28.01.2005;16.00.00;-200
28.01.2005;17.00.00;-200
28.01.2005;18.00.00;-200
28.01.2005;19.00.00;-200
28.01.2005;20.00.00;-200
28.01.2005;21.00.00;-200
28.01.2005;22.00.00;-200
28.01.2005;23.00.00;-200
29.01.2005;00.00.00;-200
29.01.2005;01.00.00;-200
29.01.2005;02.00.00;-200
29.01.2005;03.00.00;-200
29.01.2005;04.00.00;-200
29.01.2005;05.00.00;-200
29.01.2005;06.00.00;-200
29.01.2005;07.00.00;-200
29.01.2005;08.00.00;-200
29.01.2005;09.00.00;-200
29.01.2005;10.00.00;-200
29.01.2005;11.00.00;-200
29.01.2005;12.00.00;-200
29.01.2005;13.00.00;-200
29.01.2005;14.00.00;-200
29.01.2005;15.00.00;-200
29.01.2005;16.00.00;-200
29.01.2005;17.00.00;-200
29.01.2005;18.00.00;-200
29.01.2005;19.00.00;-200
29.01.2005;20.00.00;-200
29.01.2005;21.00.00;-200
29.01.2005;22.00.00;-200
29.01.2005;23.00.00;-200
30.01.2005;00.00.00;-200
30.01.2005;01.00.00;-200
30.01.2005;02.00.00;-200
30.01.2005;03.00.00;-200
30.01.2005;04.00.00;-200
30.01.2005;05.00.00;-200
30.01.2005;06.00.00;-200
30.01.2005;07.00.00;-200
30.01.2005;08.00.00;-200
30.01.2005;09.00.00;-200
30.01.2005;10.00.00;-200
30.01.2005;11.00.00;-200
30.01.2005;12.00.00;-200
30.01.2005;13.00.00;-200
30.01.2005;14.00.00;-200
30.01.2005;15.00.00;-200
30.01.2005;16.00.00;-200
30.01.2005;17.00.00;-200
30.01.2005;18.00.00;-200
30.01.2005;19.00.00;-200
30.01.2005;20.00.00;-200
30.01.2005;21.00.00;-200
30.01.2005;22.00.00;-200
30.01.2005;23.00.00;-200
31.01.2005;00.00.00;-200
31.01.2005;01.00.00;-200
31.01.2005;02.00.00;-200
31.01.2005;03.00.00;-200
31.01.2005;04.00.00;-200
31.01.2005;05.00.00;-200
31.01.2005;06.00.00;-200
31.01.2005;07.00.00;-200
31.01.2005;08.00.00;-200
31.01.2005;09.00.00;-200
31.01.2005;10.00.00;-200
31.01.2005;11.00.00;-200
31.01.2005;12.00.00;-200
31.01.2005;13.00.00;-200
31.01.2005;14.00.00;-200
31.01.2005;15.00.00;-200
31.01.2005;16.00.00;-200
31.01.2005;17.00.00;-200
31.01.2005;18.00.00;-200
31.01.2005;19.00.00;-200
31.01.2005;20.00.00;-200
31.01.2005;21.00.00;-200
31.01.2005;22.00.00;-200
31.01.2005;23.00.00;-200
01.02.2005;00.00.00;-200
01.02.2005;01.00.00;-200
01.02.2005;02.00.00;-200
01.02.2005;03.00.00;-200
01.02.2005;04.00.00;-200
01.02.2005;05.00.00;-200
01.02.2005;06.00.00;-200
01.02.2005;07.00.00;-200
01.02.2005;08.00.00;-200
01.02.2005;09.00.00;-200
01.02.2005;10.00.00;-200
01.02.2005;11.00.00;-200
01.02.2005;12.00.00;-200
01.02.2005;13.00.00;-200
01.02.2005;14.00.00;-200
01.02.2005;15.00.00;-200
01.02.2005;16.00.00;-200
01.02.2005;17.00.00;-200
01.02.2005;18.00.00;-200
01.02.2005;19.00.00;-200
01.02.2005;20.00.00;-200
01.02.2005;21.00.00;-200
01.02.2005;22.00.00;-200
01.02.2005;23.00.00;-200
02.02.2005;00.00.00;-200
02.02.2005;01.00.00;-200
02.02.2005;02.00.00;-200
02.02.2005;03.00.00;-200
02.02.2005;04.00.00;-200
02.02.2005;05.00.00;-200
02.02.2005;06.00.00;-200
02.02.2005;07.00.00;-200
02.02.2005;08.00.00;-200
02.02.2005;09.00.00;-200
02.02.2005;10.00.00;-200
02.02.2005;11.00.00;-200
02.02.2005;12.00.00;-200
02.02.2005;13.00.00;-200
02.02.2005;14.00.00;-200
02.02.2005;15.00.00;-200
02.02.2005;16.00.00;-200
02.02.2005;17.00.00;-200
02.02.2005;18.00.00;-200
02.02.2005;19.00.00;-200
02.02.2005;20.00.00;-200
02.02.2005;21.00.00;-200
02.02.2005;22.00.00;-200
02.02.2005;23.00.00;-200
03.02.2005;00.00.00;-200
03.02.2005;01.00.00;-200
03.02.2005;02.00.00;-200
03.02.2005;03.00.00;-200
03.02.2005;04.00.00;-200
03.02.2005;05.00.00;-200
03.02.2005;06.00.00;-200
03.02.2005;07.00.00;-200
03.02.2005;08.00.00;-200
03.02.2005;09.00.00;-200
03.02.2005;10.00.00;-200
03.02.2005;11.00.00;-200
03.02.2005;12.00.00;-200
03.02.2005;13.00.00;-200
03.02.2005;14.00.00;-200
03.02.2005;15.00.00;-200
03.02.2005;16.00.00;-200
03.02.2005;17.00.00;-200
03.02.2005;18.00.00;-200
03.02.2005;19.00.00;-200
03.02.2005;20.00.00;-200
03.02.2005;21.00.00;-200
03.02.2005;22.00.00;-200
03.02.2005;23.00.00;-200
04.02.2005;00.00.00;-200
04.02.2005;01.00.00;-200
04.02.2005;02.00.00;-200
04.02.2005;03.00.00;-200
04.02.2005;04.00.00;-200
04.02.2005;05.00.00;-200
04.02.2005;06.00.00;-200
04.02.2005;07.00.00;-200
04.02.2005;08.00.00;-200
04.02.2005;09.00.00;-200
04.02.2005;10.00.00;-200
04.02.2005;11.00.00;-200
04.02.2005;12.00.00;-200
04.02.2005;13.00.00;-200
04.02.2005;14.00.00;-200
04.02.2005;15.00.00;-200
04.02.2005;16.00.00;-200
04.02.2005;17.00.00;-200
04.02.2005;18.00.00;-200
04.02.2005;19.00.00;-200
04.02.2005;20.00.00;-200
04.02.2005;21.00.00;-200
04.02.2005;22.00.00;-200
04.02.2005;23.00.00;-200
05.02.2005;00.00.00;-200
05.02.2005;01.00.00;-200
05.02.2005;02.00.00;-200
05.02.2005;03.00.00;-200
05.02.2005;04.00.00;-200
05.02.2005;05.00.00;-200
05.02.2005;06.00.00;-200
05.02.2005;07.00.00;-200
05.02.2005;08.00.00;-200
05.02.2005;09.00.00;-200
05.02.2005;10.00.00;-200
05.02.2005;11.00.00;-200
05.02.2005;12.00.00;-200
05.02.2005;13.00.00;-200
05.02.2005;14.00.00;-200
05.02.2005;15.00.00;-200
05.02.2005;16.00.00;-200
05.02.2005;17.00.00;-200
05.02.2005;18.00.00;-200
05.02.2005;19.00.00;-200
05.02.2005;20.00.00;-200
05.02.2005;21.00.00;-200
05.02.2005;22.00.00;-200
05.02.2005;23.00.00;-200
06.02.2005;00.00.00;-200
06.02.2005;01.00.00;-200
06.02.2005;02.00.00;-200
06.02.2005;03.00.00;-200
06.02.2005;04.00.00;-200
06.02.2005;05.00.00;-200
06.02.2005;06.00.00;-200
06.02.2005;07.00.00;-200
06.02.2005;08.00.00;-200
06.02.2005;09.00.00;-200
06.02.2005;10.00.00;-200
06.02.2005;11.00.00;-200
06.02.2005;12.00.00;-200
06.02.2005;13.00.00;-200
06.02.2005;14.00.00;-200
06.02.2005;15.00.00;-200
06.02.2005;16.00.00;-200
06.02.2005;17.00.00;-200
06.02.2005;18.00.00;-200
06.02.2005;19.00.00;-200
06.02.2005;20.00.00;-200
06.02.2005;21.00.00;-200
06.02.2005;22.00.00;-200
06.02.2005;23.00.00;-200
07.02.2005;00.00.00;-200
07.02.2005;01.00.00;-200
07.02.2005;02.00.00;-200
07.02.2005;03.00.00;-200
07.02.2005;04.00.00;-200
07.02.2005;05.00.00;-200
07.02.2005;06.00.00;-200
07.02.2005;07.00.00;-200
07.02.2005;08.00.00;-200
07.02.2005;09.00.00;-200
07.02.2005;10.00.00;-200
07.02.2005;11.00.00;-200
07.02.2005;12.00.00;-200
07.02.2005;13.00.00;-200
07.02.2005;14.00.00;-200
07.02.2005;15.00.00;-200
07.02.2005;16.00.00;-200
07.02.2005;17.00.00;-200
07.02.2005;18.00.00;-200
07.02.2005;19.00.00;-200
07.02.2005;20.00.00;-200
07.02.2005;21.00.00;-200
07.02.2005;22.00.00;-200
07.02.2005;23.00.00;-200
08.02.2005;00.00.00;-200
08.02.2005;01.00.00;-200
08.02.2005;02.00.00;-200
08.02.2005;03.00.00;-200
08.02.2005;04.00.00;-200
08.02.2005;05.00.00;-200
08.02.2005;06.00.00;-200
08.02.2005;07.00.00;-200
08.02.2005;08.00.00;-200
08.02.2005;09.00.00;-200
08.02.2005;10.00.00;-200
08.02.2005;11.00.00;-200
08.02.2005;12.00.00;-200
08.02.2005;13.00.00;-200
08.02.2005;14.00.00;-200
08.02.2005;15.00.00;-200
08.02.2005;16.00.00;-200
08.02.2005;17.00.00;-200
08.02.2005;18.00.00;-200
08.02.2005;19.00.00;-200
08.02.2005;20.00.00;-200
08.02.2005;21.00.00;-200
08.02.2005;22.00.00;-200
08.02.2005;23.00.00;-200
09.02.2005;00.00.00;-200
09.02.2005;01.00.00;-200
09.02.2005;02.00.00;-200
09.02.2005;03.00.00;-200
09.02.2005;04.00.00;-200
09.02.2005;05.00.00;-200
09.02.2005;06.00.00;-200
09.02.2005;07.00.00;-200
09.02.2005;08.00.00;-200
09.02.2005;09.00.00;-200
09.02.2005;10.00.00;-200
09.02.2005;11.00.00;-200
09.02.2005;12.00.00;-200
09.02.2005;13.00.00;-200
09.02.2005;14.00.00;-200
09.02.2005;15.00.00;-200
09.02.2005;16.00.00;-200
09.02.2005;17.00.00;-200
09.02.2005;18.00.00;-200
09.02.2005;19.00.00;-200
09.02.2005;20.00.00;-200
09.02.2005;21.00.00;-200
09.02.2005;22.00.00;-200
09.02.2005;23.00.00;-200
10.02.2005;00.00.00;-200
10.02.2005;01.00.00;-200
10.02.2005;02.00.00;-200
10.02.2005;03.00.00;-200
10.02.2005;04.00.00;-200
10.02.2005;05.00.00;-200
10.02.2005;06.00.00;-200
10.02.2005;07.00.00;-200
10.02.2005;08.00.00;-200
10.02.2005;09.00.00;-200
10.02.2005;10.00.00;-200
10.02.2005;11.00.00;-200
10.02.2005;12.00.00;-200
10.02.2005;13.00.00;-200
10.02.2005;14.00.00;-200
10.02.2005;15.00.00;-200
10.02.2005;16.00.00;-200
10.02.2005;17.00.00;-200
10.02.2005;18.00.00;-200
10.02.2005;19.00.00;-200
10.02.2005;20.00.00;-200
10.02.2005;21.00.00;-200
10.02.2005;22.00.00;-200
10.02.2005;23.00.00;-200
11.02.2005;00.00.00;-200
11.02.2005;01.00.00;-200
11.02.2005;02.00.00;-200
11.02.2005;03.00.00;-200
11.02.2005;04.00.00;-200
11.02.2005;05.00.00;-200
11.02.2005;06.00.00;-200
11.02.2005;07.00.00;-200
11.02.2005;08.00.00;-200
11.02.2005;09.00.00;-200
11.02.2005;10.00.00;-200
11.02.2005;11.00.00;-200
11.02.2005;12.00.00;-200
11.02.2005;13.00.00;-200
11.02.2005;14.00.00;-200
11.02.2005;15.00.00;-200
11.02.2005;16.00.00;-200
11.02.2005;17.00.00;-200
11.02.2005;18.00.00;-200
11.02.2005;19.00.00;-200
11.02.2005;20.00.00;-200
11.02.2005;21.00.00;-200
11.02.2005;22.00.00;-200
11.02.2005;23.00.00;-200
12.02.2005;00.00.00;-200
12.02.2005;01.00.00;-200
12.02.2005;02.00.00;-200
12.02.2005;03.00.00;-200
12.02.2005;04.00.00;-200
12.02.2005;05.00.00;-200
12.02.2005;06.00.00;-200
12.02.2005;07.00.00;-200
12.02.2005;08.00.00;-200
12.02.2005;09.00.00;-200
12.02.2005;10.00.00;-200
12.02.2005;11.00.00;-200
12.02.2005;12.00.00;-200
12.02.2005;13.00.00;-200
12.02.2005;14.00.00;-200
12.02.2005;15.00.00;-200
12.02.2005;16.00.00;-200
12.02.2005;17.00.00;-200
12.02.2005;18.00.00;-200
12.02.2005;19.00.00;-200
12.02.2005;20.00.00;-200
12.02.2005;21.00.00;-200
12.02.2005;22.00.00;-200
12.02.2005;23.00.00;-200
13.02.2005;00.00.00;-200
13.02.2005;01.00.00;-200
13.02.2005;02.00.00;-200
13.02.2005;03.00.00;-200
13.02.2005;04.00.00;-200
13.02.2005;05.00.00;-200
13.02.2005;06.00.00;-200
13.02.2005;07.00.00;-200
13.02.2005;08.00.00;-200
13.02.2005;09.00.00;-200
13.02.2005;10.00.00;-200
13.02.2005;11.00.00;-200
13.02.2005;12.00.00;-200
13.02.2005;13.00.00;-200
13.02.2005;14.00.00;-200
13.02.2005;15.00.00;-200
13.02.2005;16.00.00;-200
13.02.2005;17.00.00;-200
13.02.2005;18.00.00;-200
13.02.2005;19.00.00;-200
13.02.2005;20.00.00;-200
13.02.2005;21.00.00;-200
13.02.2005;22.00.00;-200
13.02.2005;23.00.00;-200
14.02.2005;00.00.00;-200
14.02.2005;01.00.00;-200
14.02.2005;02.00.00;-200
14.02.2005;03.00.00;-200
14.02.2005;04.00.00;-200
14.02.2005;05.00.00;-200
14.02.2005;06.00.00;-200
14.02.2005;07.00.00;-200
14.02.2005;08.00.00;-200
14.02.2005;09.00.00;-200
14.02.2005;10.00.00;-200
14.02.2005;11.00.00;-200
14.02.2005;12.00.00;-200
14.02.2005;13.00.00;-200
14.02.2005;14.00.00;-200
14.02.2005;15.00.00;-200
14.02.2005;16.00.00;-200
14.02.2005;17.00.00;-200
14.02.2005;18.00.00;-200
14.02.2005;19.00.00;-200
14.02.2005;20.00.00;-200
14.02.2005;21.00.00;-200
14.02.2005;22.00.00;-200
14.02.2005;23.00.00;-200
15.02.2005;00.00.00;-200
15.02.2005;01.00.00;-200
15.02.2005;02.00.00;-200
15.02.2005;03.00.00;-200
15.02.2005;04.00.00;-200
15.02.2005;05.00.00;-200
15.02.2005;06.00.00;-200
15.02.2005;07.00.00;-200
15.02.2005;08.00.00;-200
15.02.2005;09.00.00;-200
15.02.2005;10.00.00;-200
15.02.2005;11.00.00;-200
15.02.2005;12.00.00;-200
15.02.2005;13.00.00;-200
15.02.2005;14.00.00;-200
15.02.2005;15.00.00;-200
15.02.2005;16.00.00;-200
15.02.2005;17.00.00;-200
15.02.2005;18.00.00;-200
15.02.2005;19.00.00;-200
15.02.2005;20.00.00;-200
15.02.2005;21.00.00;-200
15.02.2005;22.00.00;-200
15.02.2005;23.00.00;-200
16.02.2005;00.00.00;-200
16.02.2005;01.00.00;-200
16.02.2005;02.00.00;-200
16.02.2005;03.00.00;-200
16.02.2005;04.00.00;-200
16.02.2005;05.00.00;-200
16.02.2005;06.00.00;-200
16.02.2005;07.00.00;-200
16.02.2005;08.00.00;-200
16.02.2005;09.00.00;-200
16.02.2005;10.00.00;-200
16.02.2005;11.00.00;-200
16.02.2005;12.00.00;-200
16.02.2005;13.00.00;-200
16.02.2005;14.00.00;-200
16.02.2005;15.00.00;-200
16.02.2005;16.00.00;-200
16.02.2005;17.00.00;-200
16.02.2005;18.00.00;-200
16.02.2005;19.00.00;-200
16.02.2005;20.00.00;-200
16.02.2005;21.00.00;-200
16.02.2005;22.00.00;-200
16.02.2005;23.00.00;-200
17.02.2005;00.00.00;-200
17.02.2005;01.00.00;-200
17.02.2005;02.00.00;-200
17.02.2005;03.00.00;-200
17.02.2005;04.00.00;-200
17.02.2005;05.00.00;-200
17.02.2005;06.00.00;-200
17.02.2005;07.00.00;-200
17.02.2005;08.00.00;-200
17.02.2005;09.00.00;-200
17.02.2005;10.00.00;-200
17.02.2005;11.00.00;-200
17.02.2005;12.00.00;-200
17.02.2005;13.00.00;-200
17.02.2005;14.00.00;-200
17.02.2005;15.00.00;-200
17.02.2005;16.00.00;-200
17.02.2005;17.00.00;-200
17.02.2005;18.00.00;-200
17.02.2005;19.00.00;-200
17.02.2005;20.00.00;-200
17.02.2005;21.00.00;-200
17.02.2005;22.00.00;-200
17.02.2005;23.00.00;-200
18.02.2005;00.00.00;-200
18.02.2005;01.00.00;-200
18.02.2005;02.00.00;-200
18.02.2005;03.00.00;-200
18.02.2005;04.00.00;-200
18.02.2005;05.00.00;-200
18.02.2005;06.00.00;-200
18.02.2005;07.00.00;-200
18.02.2005;08.00.00;-200
18.02.2005;09.00.00;-200
18.02.2005;10.00.00;-200
18.02.2005;11.00.00;-200
18.02.2005;12.00.00;-200
18.02.2005;13.00.00;-200
18.02.2005;14.00.00;-200
18.02.2005;15.00.00;-200
18.02.2005;16.00.00;-200
18.02.2005;17.00.00;-200
18.02.2005;18.00.00;-200
18.02.2005;19.00.00;-200
18.02.2005;20.00.00;-200
18.02.2005;21.00.00;-200
18.02.2005;22.00.00;-200
18.02.2005;23.00.00;-200
19.02.2005;00.00.00;-200
19.02.2005;01.00.00;-200
19.02.2005;02.00.00;-200
19.02.2005;03.00.00;-200
19.02.2005;04.00.00;-200
19.02.2005;05.00.00;-200
19.02.2005;06.00.00;-200
19.02.2005;07.00.00;-200
19.02.2005;08.00.00;-200
19.02.2005;09.00.00;-200
19.02.2005;10.00.00;-200
19.02.2005;11.00.00;-200
19.02.2005;12.00.00;-200
19.02.2005;13.00.00;-200
19.02.2005;14.00.00;-200
19.02.2005;15.00.00;-200
19.02.2005;16.00.00;-200
19.02.2005;17.00.00;-200
19.02.2005;18.00.00;-200
19.02.2005;19.00.00;-200
19.02.2005;20.00.00;-200
19.02.2005;21.00.00;-200
19.02.2005;22.00.00;-200
19.02.2005;23.00.00;-200
20.02.2005;00.00.00;-200
20.02.2005;01.00.00;-200
20.02.2005;02.00.00;-200
20.02.2005;03.00.00;-200
20.02.2005;04.00.00;-200
20.02.2005;05.00.00;-200
20.02.2005;06.00.00;-200
20.02.2005;07.00.00;-200
20.02.2005;08.00.00;-200
20.02.2005;09.00.00;-200
20.02.2005;10.00.00;-200
20.02.2005;11.00.00;-200
20.02.2005;12.00.00;-200
20.02.2005;13.00.00;-200
20.02.2005;14.00.00;-200
20.02.2005;15.00.00;-200
20.02.2005;16.00.00;-200
20.02.2005;17.00.00;-200
20.02.2005;18.00.00;-200
20.02.2005;19.00.00;-200
20.02.2005;20.00.00;-200
20.02.2005;21.00.00;-200
20.02.2005;22.00.00;-200
20.02.2005;23.00.00;-200
21.02.2005;00.00.00;-200
21.02.2005;01.00.00;-200
21.02.2005;02.00.00;-200
21.02.2005;03.00.00;-200
21.02.2005;04.00.00;-200
21.02.2005;05.00.00;-200
21.02.2005;06.00.00;-200
21.02.2005;07.00.00;-200
21.02.2005;08.00.00;-200
21.02.2005;09.00.00;-200
21.02.2005;10.00.00;-200
21.02.2005;11.00.00;-200
21.02.2005;12.00.00;-200
21.02.2005;13.00.00;-200
21.02.2005;14.00.00;-200
21.02.2005;15.00.00;-200
21.02.2005;16.00.00;-200
21.02.2005;17.00.00;-200
21.02.2005;18.00.00;-200
21.02.2005;19.00.00;-200
21.02.2005;20.00.00;-200
21.02.2005;21.00.00;-200
21.02.2005;22.00.00;-200
21.02.2005;23.00.00;-200
22.02.2005;00.00.00;-200
22.02.2005;01.00.00;-200
22.02.2005;02.00.00;-200
22.02.2005;03.00.00;-200
22.02.2005;04.00.00;-200
22.02.2005;05.00.00;-200
22.02.2005;06.00.00;-200
22.02.2005;07.00.00;-200
22.02.2005;08.00.00;-200
22.02.2005;09.00.00;-200
22.02.2005;10.00.00;-200
22.02.2005;11.00.00;-200
22.02.2005;12.00.00;-200
22.02.2005;13.00.00;-200
22.02.2005;14.00.00;-200
22.02.2005;15.00.00;-200
22.02.2005;16.00.00;-200
22.02.2005;17.00.00;-200
22.02.2005;18.00.00;-200
22.02.2005;19.00.00;-200
22.02.2005;20.00.00;-200
22.02.2005;21.00.00;-200
22.02.2005;22.00.00;-200
22.02.2005;23.00.00;-200
23.02.2005;00.00.00;-200
23.02.2005;01.00.00;-200
23.02.2005;02.00.00;-200
23.02.2005;03.00.00;-200
23.02.2005;04.00.00;-200
23.02.2005;05.00.00;-200
23.02.2005;06.00.00;-200
23.02.2005;07.00.00;-200
23.02.2005;08.00.00;-200
23.02.2005;09.00.00;-200
23.02.2005;10.00.00;-200
23.02.2005;11.00.00;-200
23.02.2005;12.00.00;-200
23.02.2005;13.00.00;-200
23.02.2005;14.00.00;-200
23.02.2005;15.00.00;-200
23.02.2005;16.00.00;-200
23.02.2005;17.00.00;-200
23.02.2005;18.00.00;-200
23.02.2005;19.00.00;-200
23.02.2005;20.00.00;-200
23.02.2005;21.00.00;-200
23.02.2005;22.00.00;-200
23.02.2005;23.00.00;-200
24.02.2005;00.00.00;-200
24.02.2005;01.00.00;-200
24.02.2005;02.00.00;-200
24.02.2005;03.00.00;-200
24.02.2005;04.00.00;-200
24.02.2005;05.00.00;-200
24.02.2005;06.00.00;-200
24.02.2005;07.00.00;-200
24.02.2005;08.00.00;-200
24.02.2005;09.00.00;-200
24.02.2005;10.00.00;-200
24.02.2005;11.00.00;-200
24.02.2005;12.00.00;-200
24.02.2005;13.00.00;-200
24.02.2005;14.00.00;-200
24.02.2005;15.00.00;-200
24.02.2005;16.00.00;-200
24.02.2005;17.00.00;-200
24.02.2005;18.00.00;-200
24.02.2005;19.00.00;-200
24.02.2005;20.00.00;-200
24.02.2005;21.00.00;-200
24.02.2005;22.00.00;-200
24.02.2005;23.00.00;-200
25.02.2005;00.00.00;-200
25.02.2005;01.00.00;-200
25.02.2005;02.00.00;-200
25.02.2005;03.00.00;-200
25.02.2005;04.00.00;-200
25.02.2005;05.00.00;-200
25.02.2005;06.00.00;-200
25.02.2005;07.00.00;-200
25.02.2005;08.00.00;-200
25.02.2005;09.00.00;-200
25.02.2005;10.00.00;-200
25.02.2005;11.00.00;-200
25.02.2005;12.00.00;-200
25.02.2005;13.00.00;-200
25.02.2005;14.00.00;-200
25.02.2005;15.00.00;-200
25.02.2005;16.00.00;-200
25.02.2005;17.00.00;-200
25.02.2005;18.00.00;-200
25.02.2005;19.00.00;-200
25.02.2005;20.00.00;-200
25.02.2005;21.00.00;-200
25.02.2005;22.00.00;-200
25.02.2005;23.00.00;-200
26.02.2005;00.00.00;-200
26.02.2005;01.00.00;-200
26.02.2005;02.00.00;-200
26.02.2005;03.00.00;-200
26.02.2005;04.00.00;-200
26.02.2005;05.00.00;-200
26.02.2005;06.00.00;-200
26.02.2005;07.00.00;-200
26.02.2005;08.00.00;-200
26.02.2005;09.00.00;-200
26.02.2005;10.00.00;-200
26.02.2005;11.00.00;-200
26.02.2005;12.00.00;-200
26.02.2005;13.00.00;-200
26.02.2005;14.00.00;-200
26.02.2005;15.00.00;-200
26.02.2005;16.00.00;-200
26.02.2005;17.00.00;-200
26.02.2005;18.00.00;-200
26.02.2005;19.00.00;-200
26.02.2005;20.00.00;-200
26.02.2005;21.00.00;-200
26.02.2005;22.00.00;-200
26.02.2005;23.00.00;-200
27.02.2005;00.00.00;-200
27.02.2005;01.00.00;-200
27.02.2005;02.00.00;-200
27.02.2005;03.00.00;-200
27.02.2005;04.00.00;-200
27.02.2005;05.00.00;-200
27.02.2005;06.00.00;-200
27.02.2005;07.00.00;-200
27.02.2005;08.00.00;-200
27.02.2005;09.00.00;-200
27.02.2005;10.00.00;-200
27.02.2005;11.00.00;-200
27.02.2005;12.00.00;-200
27.02.2005;13.00.00;-200
27.02.2005;14.00.00;-200
27.02.2005;15.00.00;-200
27.02.2005;16.00.00;-200
27.02.2005;17.00.00;-200
27.02.2005;18.00.00;-200
27.02.2005;19.00.00;-200
27.02.2005;20.00.00;-200
27.02.2005;21.00.00;-200
27.02.2005;22.00.00;-200
27.02.2005;23.00.00;-200
28.02.2005;00.00.00;-200
28.02.2005;01.00.00;-200
28.02.2005;02.00.00;-200
28.02.2005;03.00.00;-200
28.02.2005;04.00.00;-200
28.02.2005;05.00.00;-200
28.02.2005;06.00.00;-200
28.02.2005;07.00.00;-200
28.02.2005;08.00.00;-200
28.02.2005;09.00.00;-200
28.02.2005;10.00.00;-200
28.02.2005;11.00.00;-200
28.02.2005;12.00.00;-200
28.02.2005;13.00.00;-200
28.02.2005;14.00.00;-200
28.02.2005;15.00.00;-200
28.02.2005;16.00.00;-200
28.02.2005;17.00.00;-200
28.02.2005;18.00.00;-200
28.02.2005;19.00.00;-200
28.02.2005;20.00.00;-200
28.02.2005;21.00.00;-200
28.02.2005;22.00.00;-200
28.02.2005;23.00.00;-200
01.03.2005;00.00.00;-200
01.03.2005;01.00.00;-200
01.03.2005;02.00.00;-200
01.03.2005;03.00.00;-200
01.03.2005;04.00.00;-200
01.03.2005;05.00.00;-200
01.03.2005;06.00.00;-200
01.03.2005;07.00.00;-200
01.03.2005;08.00.00;-200
01.03.2005;09.00.00;-200
01.03.2005;10.00.00;-200
01.03.2005;11.00.00;-200
01.03.2005;12.00.00;-200
01.03.2005;13.00.00;-200
01.03.2005;14.00.00;-200
01.03.2005;15.00.00;-200
01.03.2005;16.00.00;-200
01.03.2005;17.00.00;-200
01.03.2005;18.00.00;-200
01.03.2005;19.00.00;-200
01.03.2005;20.00.00;-200
01.03.2005;21.00.00;-200
01.03.2005;22.00.00;-200
01.03.2005;23.00.00;-200
02.03.2005;00.00.00;-200
02.03.2005;01.00.00;-200
02.03.2005;02.00.00;-200
02.03.2005;03.00.00;-200
02.03.2005;04.00.00;-200
02.03.2005;05.00.00;-200
02.03.2005;06.00.00;-200
02.03.2005;07.00.00;-200
02.03.2005;08.00.00;-200
02.03.2005;09.00.00;-200
02.03.2005;10.00.00;-200
02.03.2005;11.00.00;-200
02.03.2005;12.00.00;-200
02.03.2005;13.00.00;-200
02.03.2005;14.00.00;-200
02.03.2005;15.00.00;-200
02.03.2005;16.00.00;-200
02.03.2005;17.00.00;-200
02.03.2005;18.00.00;-200
02.03.2005;19.00.00;-200
02.03.2005;20.00.00;-200
02.03.2005;21.00.00;-200
02.03.2005;22.00.00;-200
02.03.2005;23.00.00;-200
03.03.2005;00.00.00;-200
03.03.2005;01.00.00;-200
03.03.2005;02.00.00;-200
03.03.2005;03.00.00;-200
03.03.2005;04.00.00;-200
03.03.2005;05.00.00;-200
03.03.2005;06.00.00;-200
03.03.2005;07.00.00;-200
03.03.2005;08.00.00;-200
03.03.2005;09.00.00;-200
03.03.2005;10.00.00;-200
03.03.2005;11.00.00;-200
03.03.2005;12.00.00;-200
03.03.2005;13.00.00;-200
03.03.2005;14.00.00;-200
03.03.2005;15.00.00;-200
03.03.2005;16.00.00;-200
03.03.2005;17.00.00;-200
03.03.2005;18.00.00;-200
03.03.2005;19.00.00;-200
03.03.2005;20.00.00;-200
03.03.2005;21.00.00;-200
03.03.2005;22.00.00;-200
03.03.2005;23.00.00;-200
04.03.2005;00.00.00;-200
04.03.2005;01.00.00;-200
04.03.2005;02.00.00;-200
04.03.2005;03.00.00;-200
04.03.2005;04.00.00;-200
04.03.2005;05.00.00;-200
04.03.2005;06.00.00;-200
04.03.2005;07.00.00;-200
04.03.2005;08.00.00;-200
04.03.2005;09.00.00;-200
04.03.2005;10.00.00;-200
04.03.2005;11.00.00;-200
04.03.2005;12.00.00;-200
04.03.2005;13.00.00;-200
04.03.2005;14.00.00;-200
04.03.2005;15.00.00;-200
04.03.2005;16.00.00;-200
04.03.2005;17.00.00;-200
04.03.2005;18.00.00;-200
04.03.2005;19.00.00;-200
04.03.2005;20.00.00;-200
04.03.2005;21.00.00;-200
04.03.2005;22.00.00;-200
04.03.2005;23.00.00;-200
05.03.2005;00.00.00;-200
05.03.2005;01.00.00;-200
05.03.2005;02.00.00;-200
05.03.2005;03.00.00;-200
05.03.2005;04.00.00;-200
05.03.2005;05.00.00;-200
05.03.2005;06.00.00;-200
05.03.2005;07.00.00;-200
05.03.2005;08.00.00;-200
05.03.2005;09.00.00;-200
05.03.2005;10.00.00;-200
05.03.2005;11.00.00;-200
05.03.2005;12.00.00;-200
05.03.2005;13.00.00;-200
05.03.2005;14.00.00;-200
05.03.2005;15.00.00;-200
05.03.2005;16.00.00;-200
05.03.2005;17.00.00;-200
05.03.2005;18.00.00;-200
05.03.2005;19.00.00;-200
05.03.2005;20.00.00;-200
