Date;Time;PT08.S5(O3)
01.02.2005;06.00.00;1198
01.02.2005;07.00.00;1381
01.02.2005;08.00.00;1873
01.02.2005;09.00.00;2112
01.02.2005;10.00.00;2038
01.02.2005;11.00.00;2118
01.02.2005;12.00.00;2110
01.02.2005;13.00.00;1965
01.02.2005;14.00.00;1888
01.02.2005;15.00.00;1774
01.02.2005;16.00.00;1626
01.02.2005;17.00.00;1761
01.02.2005;18.00.00;1533
01.02.2005;19.00.00;1531
01.02.2005;20.00.00;1477
01.02.2005;21.00.00;1332
01.02.2005;22.00.00;1210
01.02.2005;23.00.00;1167
02.02.2005;00.00.00;1133
02.02.2005;01.00.00;1109
02.02.2005;02.00.00;1218
02.02.2005;03.00.00;1222
02.02.2005;04.00.00;1149
02.02.2005;05.00.00;1090
02.02.2005;06.00.00;1114
02.02.2005;07.00.00;1089
02.02.2005;08.00.00;1446
02.02.2005;09.00.00;1930
02.02.2005;10.00.00;1809
02.02.2005;11.00.00;1769
02.02.2005;12.00.00;1696
02.02.2005;13.00.00;1086
02.02.2005;14.00.00;1048
02.02.2005;15.00.00;990
02.02.2005;16.00.00;1027
02.02.2005;17.00.00;1359
02.02.2005;18.00.00;1618
02.02.2005;19.00.00;1869
02.02.2005;20.00.00;2033
02.02.2005;21.00.00;1756
02.02.2005;22.00.00;1446
02.02.2005;23.00.00;1423
03.02.2005;00.00.00;1278
03.02.2005;01.00.00;1265
03.02.2005;02.00.00;1107
03.02.2005;03.00.00;1014
03.02.2005;04.00.00;1011
03.02.2005;05.00.00;1006
03.02.2005;06.00.00;1010
03.02.2005;07.00.00;1067
03.02.2005;08.00.00;1630
03.02.2005;09.00.00;2030
03.02.2005;10.00.00;1916
03.02.2005;11.00.00;1761
03.02.2005;12.00.00;1597
03.02.2005;13.00.00;1776
03.02.2005;14.00.00;1636
03.02.2005;15.00.00;1480
03.02.2005;16.00.00;1413
03.02.2005;17.00.00;1611
03.02.2005;18.00.00;2186
03.02.2005;19.00.00;2203
03.02.2005;20.00.00;1891
03.02.2005;21.00.00;1662
03.02.2005;22.00.00;1674
03.02.2005;23.00.00;1462
04.02.2005;00.00.00;1273
04.02.2005;01.00.00;1174
04.02.2005;02.00.00;1031
04.02.2005;03.00.00;1082
04.02.2005;04.00.00;991
04.02.2005;05.00.00;925
04.02.2005;06.00.00;1017
04.02.2005;07.00.00;1187
04.02.2005;08.00.00;1638
04.02.2005;09.00.00;1672
04.02.2005;10.00.00;1656
04.02.2005;11.00.00;1641
04.02.2005;12.00.00;1117
04.02.2005;13.00.00;901
04.02.2005;14.00.00;1046
04.02.2005;15.00.00;884
04.02.2005;16.00.00;821
04.02.2005;17.00.00;1056
04.02.2005;18.00.00;1139
04.02.2005;19.00.00;1248
04.02.2005;20.00.00;1200
04.02.2005;21.00.00;1220
04.02.2005;22.00.00;1032
04.02.2005;23.00.00;971
05.02.2005;00.00.00;1011
05.02.2005;01.00.00;1049
05.02.2005;02.00.00;1053
05.02.2005;03.00.00;1157
05.02.2005;04.00.00;1163
05.02.2005;05.00.00;1018
05.02.2005;06.00.00;1121
05.02.2005;07.00.00;1200
05.02.2005;08.00.00;1403
05.02.2005;09.00.00;1365
05.02.2005;10.00.00;940
05.02.2005;11.00.00;750
05.02.2005;12.00.00;652
05.02.2005;13.00.00;643
05.02.2005;14.00.00;629
05.02.2005;15.00.00;549
05.02.2005;16.00.00;578
05.02.2005;17.00.00;582
05.02.2005;18.00.00;694
05.02.2005;19.00.00;926
05.02.2005;20.00.00;915
05.02.2005;21.00.00;986
05.02.2005;22.00.00;840
05.02.2005;23.00.00;939
06.02.2005;00.00.00;869
06.02.2005;01.00.00;908
06.02.2005;02.00.00;1051
06.02.2005;03.00.00;922
06.02.2005;04.00.00;871
06.02.2005;05.00.00;793
06.02.2005;06.00.00;753
06.02.2005;07.00.00;737
06.02.2005;08.00.00;722
06.02.2005;09.00.00;737
06.02.2005;10.00.00;913
06.02.2005;11.00.00;1117
06.02.2005;12.00.00;774
06.02.2005;13.00.00;558
06.02.2005;14.00.00;420
06.02.2005;15.00.00;363
06.02.2005;16.00.00;410
06.02.2005;17.00.00;568
06.02.2005;18.00.00;570
06.02.2005;19.00.00;774
06.02.2005;20.00.00;857
06.02.2005;21.00.00;737
06.02.2005;22.00.00;610
06.02.2005;23.00.00;627
07.02.2005;00.00.00;566
07.02.2005;01.00.00;517
07.02.2005;02.00.00;484
07.02.2005;03.00.00;482
07.02.2005;04.00.00;496
07.02.2005;05.00.00;623
07.02.2005;06.00.00;696
07.02.2005;07.00.00;916
07.02.2005;08.00.00;1309
07.02.2005;09.00.00;1396
07.02.2005;10.00.00;1226
07.02.2005;11.00.00;1002
07.02.2005;12.00.00;769
07.02.2005;13.00.00;784
07.02.2005;14.00.00;643
07.02.2005;15.00.00;682
07.02.2005;16.00.00;692
07.02.2005;17.00.00;926
07.02.2005;18.00.00;996
07.02.2005;19.00.00;1095
07.02.2005;20.00.00;1058
07.02.2005;21.00.00;893
07.02.2005;22.00.00;681
07.02.2005;23.00.00;599
08.02.2005;00.00.00;550
08.02.2005;01.00.00;470
08.02.2005;02.00.00;375
08.02.2005;03.00.00;337
08.02.2005;04.00.00;451
08.02.2005;05.00.00;600
08.02.2005;06.00.00;712
08.02.2005;07.00.00;931
08.02.2005;08.00.00;1332
08.02.2005;09.00.00;1520
08.02.2005;10.00.00;1223
08.02.2005;11.00.00;1122
08.02.2005;12.00.00;1099
08.02.2005;13.00.00;904
08.02.2005;14.00.00;1022
08.02.2005;15.00.00;719
08.02.2005;16.00.00;609
08.02.2005;17.00.00;-200
08.02.2005;18.00.00;-200
08.02.2005;19.00.00;-200
08.02.2005;20.00.00;-200
08.02.2005;21.00.00;-200
08.02.2005;22.00.00;-200
08.02.2005;23.00.00;-200
09.02.2005;00.00.00;-200
09.02.2005;01.00.00;-200
09.02.2005;02.00.00;-200
09.02.2005;03.00.00;-200
09.02.2005;04.00.00;-200
09.02.2005;05.00.00;-200
09.02.2005;06.00.00;-200
09.02.2005;07.00.00;-200
09.02.2005;08.00.00;-200
09.02.2005;09.00.00;-200
09.02.2005;10.00.00;-200
09.02.2005;11.00.00;-200
09.02.2005;12.00.00;-200
09.02.2005;13.00.00;-200
09.02.2005;14.00.00;-200
09.02.2005;15.00.00;-200
09.02.2005;16.00.00;-200
09.02.2005;17.00.00;-200
09.02.2005;18.00.00;-200
09.02.2005;19.00.00;-200
09.02.2005;20.00.00;-200
09.02.2005;21.00.00;-200
09.02.2005;22.00.00;-200
09.02.2005;23.00.00;-200
10.02.2005;00.00.00;-200
10.02.2005;01.00.00;-200
10.02.2005;02.00.00;-200
10.02.2005;03.00.00;-200
10.02.2005;04.00.00;-200
10.02.2005;05.00.00;-200
10.02.2005;06.00.00;-200
10.02.2005;07.00.00;-200
10.02.2005;08.00.00;-200
10.02.2005;09.00.00;-200
10.02.2005;10.00.00;-200
10.02.2005;11.00.00;-200
10.02.2005;12.00.00;-200
10.02.2005;13.00.00;-200
10.02.2005;14.00.00;-200
10.02.2005;15.00.00;-200
10.02.2005;16.00.00;-200
10.02.2005;17.00.00;-200
10.02.2005;18.00.00;-200
10.02.2005;19.00.00;-200
10.02.2005;20.00.00;-200
10.02.2005;21.00.00;-200
10.02.2005;22.00.00;-200
10.02.2005;23.00.00;-200
11.02.2005;00.00.00;-200
11.02.2005;01.00.00;-200
11.02.2005;02.00.00;-200
11.02.2005;03.00.00;-200
11.02.2005;04.00.00;-200
11.02.2005;05.00.00;-200
11.02.2005;06.00.00;-200
11.02.2005;07.00.00;-200
11.02.2005;08.00.00;-200
11.02.2005;09.00.00;-200
11.02.2005;10.00.00;-200
11.02.2005;11.00.00;-200
11.02.2005;12.00.00;-200
11.02.2005;13.00.00;-200
11.02.2005;14.00.00;-200
11.02.2005;15.00.00;-200
11.02.2005;16.00.00;-200
11.02.2005;17.00.00;-200
11.02.2005;18.00.00;-200
11.02.2005;19.00.00;-200
11.02.2005;20.00.00;-200
11.02.2005;21.00.00;2141
11.02.2005;22.00.00;2023
11.02.2005;23.00.00;1967
12.02.2005;00.00.00;1931
12.02.2005;01.00.00;1889
12.02.2005;02.00.00;1699
12.02.2005;03.00.00;1467
12.02.2005;04.00.00;1390
12.02.2005;05.00.00;1371
12.02.2005;06.00.00;1427
12.02.2005;07.00.00;1489
12.02.2005;08.00.00;1610
12.02.2005;09.00.00;1619
12.02.2005;10.00.00;1706
12.02.2005;11.00.00;1882
12.02.2005;12.00.00;1911
12.02.2005;13.00.00;1943
12.02.2005;14.00.00;2020
12.02.2005;15.00.00;1999
12.02.2005;16.00.00;2008
12.02.2005;17.00.00;2026
12.02.2005;18.00.00;2225
12.02.2005;19.00.00;2317
12.02.2005;20.00.00;2426
12.02.2005;21.00.00;2355
12.02.2005;22.00.00;2375
12.02.2005;23.00.00;2494
13.02.2005;00.00.00;2411
13.02.2005;01.00.00;2226
13.02.2005;02.00.00;1808
13.02.2005;03.00.00;1571
13.02.2005;04.00.00;1548
13.02.2005;05.00.00;1541
13.02.2005;06.00.00;1441
13.02.2005;07.00.00;1396
13.02.2005;08.00.00;1411
13.02.2005;09.00.00;1497
13.02.2005;10.00.00;1619
13.02.2005;11.00.00;1590
13.02.2005;12.00.00;1163
13.02.2005;13.00.00;1001
13.02.2005;14.00.00;822
13.02.2005;15.00.00;773
13.02.2005;16.00.00;588
13.02.2005;17.00.00;610
13.02.2005;18.00.00;1000
13.02.2005;19.00.00;1048
13.02.2005;20.00.00;1002
13.02.2005;21.00.00;711
13.02.2005;22.00.00;1024
13.02.2005;23.00.00;1054
14.02.2005;00.00.00;994
14.02.2005;01.00.00;1031
14.02.2005;02.00.00;884
14.02.2005;03.00.00;794
14.02.2005;04.00.00;688
14.02.2005;05.00.00;617
14.02.2005;06.00.00;818
14.02.2005;07.00.00;690
14.02.2005;08.00.00;1291
14.02.2005;09.00.00;1200
14.02.2005;10.00.00;1127
14.02.2005;11.00.00;1582
14.02.2005;12.00.00;700
14.02.2005;13.00.00;693
14.02.2005;14.00.00;709
14.02.2005;15.00.00;671
14.02.2005;16.00.00;632
14.02.2005;17.00.00;716
14.02.2005;18.00.00;1059
14.02.2005;19.00.00;1329
14.02.2005;20.00.00;1196
14.02.2005;21.00.00;1131
14.02.2005;22.00.00;977
14.02.2005;23.00.00;963
15.02.2005;00.00.00;581
15.02.2005;01.00.00;432
15.02.2005;02.00.00;352
15.02.2005;03.00.00;348
15.02.2005;04.00.00;312
15.02.2005;05.00.00;296
15.02.2005;06.00.00;385
15.02.2005;07.00.00;586
15.02.2005;08.00.00;987
15.02.2005;09.00.00;1035
15.02.2005;10.00.00;782
15.02.2005;11.00.00;511
15.02.2005;12.00.00;566
15.02.2005;13.00.00;642
15.02.2005;14.00.00;591
15.02.2005;15.00.00;461
15.02.2005;16.00.00;609
15.02.2005;17.00.00;821
15.02.2005;18.00.00;1163
15.02.2005;19.00.00;1405
15.02.2005;20.00.00;1405
15.02.2005;21.00.00;1429
15.02.2005;22.00.00;1284
15.02.2005;23.00.00;1409
16.02.2005;00.00.00;1376
16.02.2005;01.00.00;1421
16.02.2005;02.00.00;1356
16.02.2005;03.00.00;1296
16.02.2005;04.00.00;1202
16.02.2005;05.00.00;1206
16.02.2005;06.00.00;1305
16.02.2005;07.00.00;1485
16.02.2005;08.00.00;1643
16.02.2005;09.00.00;1459
16.02.2005;10.00.00;1152
16.02.2005;11.00.00;885
16.02.2005;12.00.00;770
16.02.2005;13.00.00;852
16.02.2005;14.00.00;830
16.02.2005;15.00.00;867
16.02.2005;16.00.00;881
16.02.2005;17.00.00;975
16.02.2005;18.00.00;1136
16.02.2005;19.00.00;1434
16.02.2005;20.00.00;1746
16.02.2005;21.00.00;1592
16.02.2005;22.00.00;1341
16.02.2005;23.00.00;1208
17.02.2005;00.00.00;1334
17.02.2005;01.00.00;1208
17.02.2005;02.00.00;1196
17.02.2005;03.00.00;931
17.02.2005;04.00.00;656
17.02.2005;05.00.00;478
17.02.2005;06.00.00;489
17.02.2005;07.00.00;893
17.02.2005;08.00.00;1322
17.02.2005;09.00.00;1280
17.02.2005;10.00.00;943
17.02.2005;11.00.00;772
17.02.2005;12.00.00;826
17.02.2005;13.00.00;808
17.02.2005;14.00.00;901
17.02.2005;15.00.00;763
17.02.2005;16.00.00;722
17.02.2005;17.00.00;735
17.02.2005;18.00.00;1047
17.02.2005;19.00.00;1163
17.02.2005;20.00.00;1244
17.02.2005;21.00.00;1025
17.02.2005;22.00.00;982
17.02.2005;23.00.00;607
18.02.2005;00.00.00;616
18.02.2005;01.00.00;654
18.02.2005;02.00.00;479
18.02.2005;03.00.00;487
18.02.2005;04.00.00;382
18.02.2005;05.00.00;350
18.02.2005;06.00.00;438
18.02.2005;07.00.00;578
18.02.2005;08.00.00;1140
18.02.2005;09.00.00;1203
18.02.2005;10.00.00;1000
18.02.2005;11.00.00;806
18.02.2005;12.00.00;724
18.02.2005;13.00.00;690
18.02.2005;14.00.00;757
18.02.2005;15.00.00;818
18.02.2005;16.00.00;936
18.02.2005;17.00.00;1133
18.02.2005;18.00.00;1298
18.02.2005;19.00.00;1387
18.02.2005;20.00.00;1502
18.02.2005;21.00.00;1273
18.02.2005;22.00.00;1271
18.02.2005;23.00.00;1464
19.02.2005;00.00.00;1384
19.02.2005;01.00.00;1281
19.02.2005;02.00.00;1083
19.02.2005;03.00.00;989
19.02.2005;04.00.00;911
19.02.2005;05.00.00;893
19.02.2005;06.00.00;894
19.02.2005;07.00.00;1018
19.02.2005;08.00.00;1191
19.02.2005;09.00.00;1285
19.02.2005;10.00.00;1219
19.02.2005;11.00.00;1370
19.02.2005;12.00.00;1317
19.02.2005;13.00.00;818
19.02.2005;14.00.00;683
19.02.2005;15.00.00;573
19.02.2005;16.00.00;595
19.02.2005;17.00.00;774
19.02.2005;18.00.00;1059
19.02.2005;19.00.00;1326
19.02.2005;20.00.00;1494
19.02.2005;21.00.00;1559
19.02.2005;22.00.00;1575
19.02.2005;23.00.00;1447
20.02.2005;00.00.00;1367
20.02.2005;01.00.00;1230
20.02.2005;02.00.00;1396
20.02.2005;03.00.00;1191
20.02.2005;04.00.00;1009
20.02.2005;05.00.00;572
20.02.2005;06.00.00;420
20.02.2005;07.00.00;453
20.02.2005;08.00.00;520
20.02.2005;09.00.00;531
20.02.2005;10.00.00;579
20.02.2005;11.00.00;570
20.02.2005;12.00.00;571
20.02.2005;13.00.00;582
20.02.2005;14.00.00;551
20.02.2005;15.00.00;634
20.02.2005;16.00.00;633
20.02.2005;17.00.00;613
20.02.2005;18.00.00;702
20.02.2005;19.00.00;649
20.02.2005;20.00.00;841
20.02.2005;21.00.00;795
20.02.2005;22.00.00;638
20.02.2005;23.00.00;663
21.02.2005;00.00.00;610
21.02.2005;01.00.00;480
21.02.2005;02.00.00;404
21.02.2005;03.00.00;357
21.02.2005;04.00.00;348
21.02.2005;05.00.00;399
21.02.2005;06.00.00;464
21.02.2005;07.00.00;699
21.02.2005;08.00.00;1006
21.02.2005;09.00.00;1206
21.02.2005;10.00.00;1122
21.02.2005;11.00.00;1069
21.02.2005;12.00.00;1062
21.02.2005;13.00.00;1162
21.02.2005;14.00.00;1010
21.02.2005;15.00.00;931
21.02.2005;16.00.00;1025
21.02.2005;17.00.00;1110
21.02.2005;18.00.00;979
21.02.2005;19.00.00;1409
21.02.2005;20.00.00;1438
21.02.2005;21.00.00;1083
21.02.2005;22.00.00;916
21.02.2005;23.00.00;825
22.02.2005;00.00.00;704
22.02.2005;01.00.00;668
22.02.2005;02.00.00;512
22.02.2005;03.00.00;385
22.02.2005;04.00.00;377
22.02.2005;05.00.00;467
22.02.2005;06.00.00;691
22.02.2005;07.00.00;981
22.02.2005;08.00.00;1369
22.02.2005;09.00.00;1589
22.02.2005;10.00.00;1370
22.02.2005;11.00.00;1005
22.02.2005;12.00.00;1105
22.02.2005;13.00.00;1142
22.02.2005;14.00.00;1105
22.02.2005;15.00.00;917
22.02.2005;16.00.00;1050
22.02.2005;17.00.00;848
22.02.2005;18.00.00;952
22.02.2005;19.00.00;1059
22.02.2005;20.00.00;720
22.02.2005;21.00.00;981
22.02.2005;22.00.00;648
22.02.2005;23.00.00;611
23.02.2005;00.00.00;773
23.02.2005;01.00.00;703
23.02.2005;02.00.00;560
23.02.2005;03.00.00;499
23.02.2005;04.00.00;575
23.02.2005;05.00.00;478
23.02.2005;06.00.00;442
23.02.2005;07.00.00;602
23.02.2005;08.00.00;936
23.02.2005;09.00.00;870
23.02.2005;10.00.00;688
23.02.2005;11.00.00;706
23.02.2005;12.00.00;756
23.02.2005;13.00.00;974
23.02.2005;14.00.00;1121
23.02.2005;15.00.00;1064
23.02.2005;16.00.00;1076
23.02.2005;17.00.00;1090
23.02.2005;18.00.00;1119
23.02.2005;19.00.00;1181
23.02.2005;20.00.00;1240
23.02.2005;21.00.00;1254
23.02.2005;22.00.00;1192
23.02.2005;23.00.00;1020
24.02.2005;00.00.00;916
24.02.2005;01.00.00;798
24.02.2005;02.00.00;762
24.02.2005;03.00.00;685
24.02.2005;04.00.00;619
24.02.2005;05.00.00;606
24.02.2005;06.00.00;788
24.02.2005;07.00.00;947
24.02.2005;08.00.00;1254
24.02.2005;09.00.00;1352
24.02.2005;10.00.00;1165
24.02.2005;11.00.00;1025
24.02.2005;12.00.00;941
24.02.2005;13.00.00;1000
24.02.2005;14.00.00;962
24.02.2005;15.00.00;1214
24.02.2005;16.00.00;1428
24.02.2005;17.00.00;1484
24.02.2005;18.00.00;1658
24.02.2005;19.00.00;1632
24.02.2005;20.00.00;1628
24.02.2005;21.00.00;1481
24.02.2005;22.00.00;1205
24.02.2005;23.00.00;1106
25.02.2005;00.00.00;1106
25.02.2005;01.00.00;1092
25.02.2005;02.00.00;984
25.02.2005;03.00.00;889
25.02.2005;04.00.00;848
25.02.2005;05.00.00;771
25.02.2005;06.00.00;895
25.02.2005;07.00.00;1003
25.02.2005;08.00.00;1442
25.02.2005;09.00.00;1727
25.02.2005;10.00.00;1606
25.02.2005;11.00.00;1354
25.02.2005;12.00.00;914
25.02.2005;13.00.00;913
25.02.2005;14.00.00;847
25.02.2005;15.00.00;778
25.02.2005;16.00.00;835
25.02.2005;17.00.00;903
25.02.2005;18.00.00;1157
25.02.2005;19.00.00;1237
25.02.2005;20.00.00;1253
25.02.2005;21.00.00;1130
25.02.2005;22.00.00;1373
25.02.2005;23.00.00;1338
26.02.2005;00.00.00;1268
26.02.2005;01.00.00;1125
26.02.2005;02.00.00;1054
26.02.2005;03.00.00;1090
26.02.2005;04.00.00;1029
26.02.2005;05.00.00;882
26.02.2005;06.00.00;717
26.02.2005;07.00.00;599
26.02.2005;08.00.00;687
26.02.2005;09.00.00;706
26.02.2005;10.00.00;682
26.02.2005;11.00.00;629
26.02.2005;12.00.00;664
26.02.2005;13.00.00;664
26.02.2005;14.00.00;630
26.02.2005;15.00.00;524
26.02.2005;16.00.00;488
26.02.2005;17.00.00;609
26.02.2005;18.00.00;684
26.02.2005;19.00.00;788
26.02.2005;20.00.00;1030
26.02.2005;21.00.00;1026
26.02.2005;22.00.00;1182
26.02.2005;23.00.00;1284
27.02.2005;00.00.00;1371
27.02.2005;01.00.00;1234
27.02.2005;02.00.00;1060
27.02.2005;03.00.00;1038
27.02.2005;04.00.00;970
27.02.2005;05.00.00;751
27.02.2005;06.00.00;742
27.02.2005;07.00.00;879
27.02.2005;08.00.00;871
27.02.2005;09.00.00;890
27.02.2005;10.00.00;1059
27.02.2005;11.00.00;808
27.02.2005;12.00.00;616
27.02.2005;13.00.00;609
27.02.2005;14.00.00;471
27.02.2005;15.00.00;391
27.02.2005;16.00.00;398
27.02.2005;17.00.00;419
27.02.2005;18.00.00;509
27.02.2005;19.00.00;723
27.02.2005;20.00.00;888
27.02.2005;21.00.00;596
27.02.2005;22.00.00;451
27.02.2005;23.00.00;581
28.02.2005;00.00.00;698
28.02.2005;01.00.00;423
28.02.2005;02.00.00;332
28.02.2005;03.00.00;280
28.02.2005;04.00.00;261
28.02.2005;05.00.00;252
28.02.2005;06.00.00;257
28.02.2005;07.00.00;308
28.02.2005;08.00.00;456
28.02.2005;09.00.00;527
28.02.2005;10.00.00;475
28.02.2005;11.00.00;434
28.02.2005;12.00.00;385
28.02.2005;13.00.00;435
28.02.2005;14.00.00;421
28.02.2005;15.00.00;371
28.02.2005;16.00.00;382
28.02.2005;17.00.00;408
28.02.2005;18.00.00;676
28.02.2005;19.00.00;798
28.02.2005;20.00.00;793
28.02.2005;21.00.00;573
28.02.2005;22.00.00;402
28.02.2005;23.00.00;343
01.03.2005;00.00.00;322
01.03.2005;01.00.00;307
01.03.2005;02.00.00;268
01.03.2005;03.00.00;227
01.03.2005;04.00.00;221
01.03.2005;05.00.00;225
01.03.2005;06.00.00;232
01.03.2005;07.00.00;313
01.03.2005;08.00.00;629
01.03.2005;09.00.00;790
01.03.2005;10.00.00;630
01.03.2005;11.00.00;472
01.03.2005;12.00.00;378
01.03.2005;13.00.00;384
01.03.2005;14.00.00;426
01.03.2005;15.00.00;442
01.03.2005;16.00.00;467
01.03.2005;17.00.00;448
01.03.2005;18.00.00;582
01.03.2005;19.00.00;892
01.03.2005;20.00.00;1006
01.03.2005;21.00.00;852
01.03.2005;22.00.00;543
01.03.2005;23.00.00;529
02.03.2005;00.00.00;465
02.03.2005;01.00.00;405
02.03.2005;02.00.00;332
02.03.2005;03.00.00;420
02.03.2005;04.00.00;532
02.03.2005;05.00.00;630
02.03.2005;06.00.00;768
02.03.2005;07.00.00;866
02.03.2005;08.00.00;1254
02.03.2005;09.00.00;1347
02.03.2005;10.00.00;1216
02.03.2005;11.00.00;1151
02.03.2005;12.00.00;699
02.03.2005;13.00.00;584
02.03.2005;14.00.00;836
02.03.2005;15.00.00;626
02.03.2005;16.00.00;878
02.03.2005;17.00.00;952
02.03.2005;18.00.00;1460
02.03.2005;19.00.00;1855
02.03.2005;20.00.00;1860
02.03.2005;21.00.00;1629
02.03.2005;22.00.00;1454
02.03.2005;23.00.00;1348
03.03.2005;00.00.00;1326
03.03.2005;01.00.00;1285
03.03.2005;02.00.00;1205
03.03.2005;03.00.00;1220
03.03.2005;04.00.00;1448
03.03.2005;05.00.00;1433
03.03.2005;06.00.00;1447
03.03.2005;07.00.00;1481
03.03.2005;08.00.00;1785
03.03.2005;09.00.00;1756
03.03.2005;10.00.00;1368
03.03.2005;11.00.00;1197
03.03.2005;12.00.00;1084
03.03.2005;13.00.00;1039
03.03.2005;14.00.00;961
03.03.2005;15.00.00;964
03.03.2005;16.00.00;941
03.03.2005;17.00.00;1111
03.03.2005;18.00.00;1459
03.03.2005;19.00.00;1519
03.03.2005;20.00.00;1412
03.03.2005;21.00.00;1336
03.03.2005;22.00.00;1285
03.03.2005;23.00.00;1240
04.03.2005;00.00.00;1282
04.03.2005;01.00.00;1189
04.03.2005;02.00.00;1117
04.03.2005;03.00.00;1024
04.03.2005;04.00.00;744
04.03.2005;05.00.00;928
04.03.2005;06.00.00;1006
04.03.2005;07.00.00;1173
04.03.2005;08.00.00;1568
04.03.2005;09.00.00;1913
04.03.2005;10.00.00;1643
04.03.2005;11.00.00;1605
04.03.2005;12.00.00;1668
04.03.2005;13.00.00;1710
04.03.2005;14.00.00;1632
04.03.2005;15.00.00;1545
04.03.2005;16.00.00;1557
04.03.2005;17.00.00;1529
04.03.2005;18.00.00;1430
04.03.2005;19.00.00;1509
04.03.2005;20.00.00;1615
04.03.2005;21.00.00;1242
04.03.2005;22.00.00;1065
04.03.2005;23.00.00;1180
05.03.2005;00.00.00;1158
05.03.2005;01.00.00;1216
05.03.2005;02.00.00;971
05.03.2005;03.00.00;1076
05.03.2005;04.00.00;1011
05.03.2005;05.00.00;813
05.03.2005;06.00.00;1001
05.03.2005;07.00.00;655
05.03.2005;08.00.00;933
05.03.2005;09.00.00;1088
05.03.2005;10.00.00;562
05.03.2005;11.00.00;586
05.03.2005;12.00.00;617
05.03.2005;13.00.00;705
05.03.2005;14.00.00;814
05.03.2005;15.00.00;615
05.03.2005;16.00.00;804
05.03.2005;17.00.00;861
05.03.2005;18.00.00;980
05.03.2005;19.00.00;1077
05.03.2005;20.00.00;1214
05.03.2005;21.00.00;1169
05.03.2005;22.00.00;1079
05.03.2005;23.00.00;1147
06.03.2005;00.00.00;1260
06.03.2005;01.00.00;929
06.03.2005;02.00.00;465
06.03.2005;03.00.00;398
06.03.2005;04.00.00;342
06.03.2005;05.00.00;313
06.03.2005;06.00.00;292
06.03.2005;07.00.00;367
06.03.2005;08.00.00;387
06.03.2005;09.00.00;399
06.03.2005;10.00.00;376
06.03.2005;11.00.00;377
06.03.2005;12.00.00;379
06.03.2005;13.00.00;387
06.03.2005;14.00.00;552
06.03.2005;15.00.00;930
06.03.2005;16.00.00;554
06.03.2005;17.00.00;723
06.03.2005;18.00.00;875
06.03.2005;19.00.00;949
06.03.2005;20.00.00;869
06.03.2005;21.00.00;747
06.03.2005;22.00.00;740
06.03.2005;23.00.00;807
07.03.2005;00.00.00;653
07.03.2005;01.00.00;553
07.03.2005;02.00.00;412
07.03.2005;03.00.00;289
07.03.2005;04.00.00;262
07.03.2005;05.00.00;288
07.03.2005;06.00.00;310
07.03.2005;07.00.00;418
07.03.2005;08.00.00;769
07.03.2005;09.00.00;881
07.03.2005;10.00.00;816
07.03.2005;11.00.00;684
07.03.2005;12.00.00;627
07.03.2005;13.00.00;523
07.03.2005;14.00.00;502
07.03.2005;15.00.00;604
07.03.2005;16.00.00;682
07.03.2005;17.00.00;846
07.03.2005;18.00.00;1027
07.03.2005;19.00.00;1315
07.03.2005;20.00.00;1363
07.03.2005;21.00.00;1236
07.03.2005;22.00.00;1076
07.03.2005;23.00.00;1200
08.03.2005;00.00.00;1081
08.03.2005;01.00.00;1174
08.03.2005;02.00.00;1033
08.03.2005;03.00.00;900
08.03.2005;04.00.00;853
08.03.2005;05.00.00;886
08.03.2005;06.00.00;949
08.03.2005;07.00.00;1037
08.03.2005;08.00.00;1571
08.03.2005;09.00.00;1885
08.03.2005;10.00.00;1683
08.03.2005;11.00.00;1412
08.03.2005;12.00.00;1006
08.03.2005;13.00.00;855
08.03.2005;14.00.00;964
08.03.2005;15.00.00;886
08.03.2005;16.00.00;947
08.03.2005;17.00.00;984
08.03.2005;18.00.00;1450
08.03.2005;19.00.00;1837
08.03.2005;20.00.00;1899
08.03.2005;21.00.00;1629
08.03.2005;22.00.00;1490
08.03.2005;23.00.00;1319
09.03.2005;00.00.00;1247
09.03.2005;01.00.00;1144
09.03.2005;02.00.00;1014
09.03.2005;03.00.00;885
09.03.2005;04.00.00;875
09.03.2005;05.00.00;971
09.03.2005;06.00.00;1048
09.03.2005;07.00.00;1223
09.03.2005;08.00.00;1756
09.03.2005;09.00.00;2014
09.03.2005;10.00.00;1855
09.03.2005;11.00.00;1795
09.03.2005;12.00.00;1575
09.03.2005;13.00.00;1461
09.03.2005;14.00.00;1314
09.03.2005;15.00.00;1147
09.03.2005;16.00.00;948
09.03.2005;17.00.00;1252
09.03.2005;18.00.00;1676
09.03.2005;19.00.00;2056
09.03.2005;20.00.00;2088
09.03.2005;21.00.00;1945
09.03.2005;22.00.00;1482
09.03.2005;23.00.00;1448
10.03.2005;00.00.00;1304
10.03.2005;01.00.00;1186
10.03.2005;02.00.00;1051
10.03.2005;03.00.00;1038
10.03.2005;04.00.00;969
10.03.2005;05.00.00;951
10.03.2005;06.00.00;970
10.03.2005;07.00.00;1090
10.03.2005;08.00.00;1673
10.03.2005;09.00.00;1833
10.03.2005;10.00.00;1828
10.03.2005;11.00.00;1724
10.03.2005;12.00.00;1547
10.03.2005;13.00.00;1300
10.03.2005;14.00.00;1000
10.03.2005;15.00.00;942
10.03.2005;16.00.00;745
